sales_period,posted_date,store,country,artists,label,album_type,album_id,album_name,upc,release_date,song_id,song_name,track_num,tunecore_isrc,optional_isrc,distribution_type,units_sold,rev_per_unit,amount_earned
2013-11-01,2013-12-31,iTunes,US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219604,"Chatoyant (Beauty Bass) (Instrumental)",8,TCABR1319604,,Download,4,0.7000000000000000000000,2.800000000000000000
2013-11-01,2013-12-31,iTunes,US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219605,"Holla Mears (Instrumental)",9,TCABR1319605,,Download,4,0.7000000000000000000000,2.800000000000000000
2013-11-01,2013-12-31,iTunes,ZA,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219427,"Skylark Interabang?!",1,TCABR1319427,,Download,1,0.4075637850000000000000,0.407563785000000000
2013-11-01,2013-12-31,iTunes,ZA,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219428,"All The Places",2,TCABR1319428,,Download,1,0.4075637850000000000000,0.407563785000000000
2013-11-01,2013-12-31,iTunes,ZA,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219430,"Hors D'œuvre",3,TCABR1319430,,Download,1,0.4075637850000000000000,0.407563785000000000
2013-11-01,2013-12-31,iTunes,ZA,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219431,"Wildflowers (Exhale Efreet)",4,TCABR1319431,,Download,1,0.4075637850000000000000,0.407563785000000000
2013-11-01,2013-12-31,iTunes,ZA,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219432,Viices,5,TCABR1319432,,Download,1,0.4075637850000000000000,0.407563785000000000
2013-11-01,2013-12-31,iTunes,ZA,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219433,Marguerite,6,TCABR1319433,,Download,1,0.4075637850000000000000,0.407563785000000000
2013-11-01,2013-12-31,iTunes,ZA,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219434,Amaranthine,7,TCABR1319434,,Download,1,0.4075637850000000000000,0.407563785000000000
2013-11-01,2013-12-31,iTunes,ZA,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219435,"Chatoyant (Beauty Bass)",8,TCABR1319435,,Download,1,0.4075637850000000000000,0.407563785000000000
2013-11-01,2013-12-31,iTunes,ZA,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219437,"Holla Mears",9,TCABR1319437,,Download,1,0.4075637850000000000000,0.407563785000000000
2013-11-01,2014-01-13,"Amazon Music",DE,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219427,"Skylark Interabang?!",1,TCABR1319427,,Download,1,0.8148990000000000000000,0.814899000000000000
2013-11-01,2014-01-13,"Amazon Music",DE,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219428,"All The Places",2,TCABR1319428,,Download,1,0.8148990000000000000000,0.814899000000000000
2013-11-01,2014-01-13,"Amazon Music",DE,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219430,"Hors D'œuvre",3,TCABR1319430,,Download,1,0.8148990000000000000000,0.814899000000000000
2013-11-01,2014-01-13,"Amazon Music",DE,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219431,"Wildflowers (Exhale Efreet)",4,TCABR1319431,,Download,1,0.8148990000000000000000,0.814899000000000000
2013-11-01,2014-01-13,"Amazon Music",DE,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219432,Viices,5,TCABR1319432,,Download,1,0.8148990000000000000000,0.814899000000000000
2013-11-01,2014-01-13,"Amazon Music",DE,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219433,Marguerite,6,TCABR1319433,,Download,1,0.8148990000000000000000,0.814899000000000000
2013-11-01,2014-01-13,"Amazon Music",DE,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219434,Amaranthine,7,TCABR1319434,,Download,1,0.8148990000000000000000,0.814899000000000000
2013-11-01,2014-01-13,"Amazon Music",DE,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219435,"Chatoyant (Beauty Bass)",8,TCABR1319435,,Download,1,0.8148990000000000000000,0.814899000000000000
2013-11-01,2014-01-13,"Amazon Music",DE,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219437,"Holla Mears",9,TCABR1319437,,Download,1,0.8148990000000000000000,0.814899000000000000
2013-11-01,2014-01-13,iTunes,CA,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219427,"Skylark Interabang?!",1,TCABR1319427,,Streaming,1,0.0019814561146500000000,0.001981456114650000
2013-11-01,2014-01-13,iTunes,ZA,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219437,"Holla Mears",9,TCABR1319437,,Streaming,1,0.0034973765552900000000,0.003497376555290000
2013-11-01,2014-01-13,"Muve Music",US,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219427,"Skylark Interabang?!",1,TCABR1319427,,Streaming,23,0.0096036967265565217391,0.220885024710800000
2013-11-01,2014-01-13,"Muve Music",US,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219428,"All The Places",2,TCABR1319428,,Streaming,40,0.0096036967265625000000,0.384147869062500000
2013-11-01,2014-01-13,"Muve Music",US,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219430,"Hors D'œuvre",3,TCABR1319430,,Streaming,20,0.0096036967265550000000,0.192073934531100000
2013-11-01,2014-01-13,"Muve Music",US,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219431,"Wildflowers (Exhale Efreet)",4,TCABR1319431,,Streaming,35,0.0096036967265600000000,0.336129385429600000
2013-11-01,2014-01-13,"Muve Music",US,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219432,Viices,5,TCABR1319432,,Streaming,25,0.0096036967265640000000,0.240092418164100000
2013-11-01,2014-01-13,"Muve Music",US,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219433,Marguerite,6,TCABR1319433,,Streaming,24,0.0096036967265666666667,0.230488721437600000
2013-11-01,2014-01-13,"Muve Music",US,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219434,Amaranthine,7,TCABR1319434,,Streaming,12,0.0096036967265666666667,0.115244360718800000
2013-11-01,2014-01-13,"Muve Music",US,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219435,"Chatoyant (Beauty Bass)",8,TCABR1319435,,Streaming,12,0.0096036967265583333333,0.115244360718700000
2013-11-01,2014-01-13,"Muve Music",US,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219437,"Holla Mears",9,TCABR1319437,,Streaming,19,0.0096036967265684210526,0.182470237804800000
2013-11-01,2014-01-13,"Muve Music",US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219594,"Skylark Interabang?! (Instrumentals)",1,TCABR1319594,,Streaming,3,0.0096036967266000000000,0.028811090179800000
2013-11-01,2014-01-13,"Muve Music",US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219597,"All The Places (Instrumental)",2,TCABR1319597,,Streaming,2,0.0096036967266000000000,0.019207393453200000
2013-11-01,2014-01-20,"Amazon Music",US,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219427,"Skylark Interabang?!",1,TCABR1319427,,Download,7,0.7000000000000000000000,4.900000000000000000
2013-11-01,2014-01-20,"Amazon Music",US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219594,"Skylark Interabang?! (Instrumentals)",1,TCABR1319594,,Download,1,0.7000000000000000000000,0.700000000000000000
2013-11-01,2014-01-20,"Amazon Music",US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219597,"All The Places (Instrumental)",2,TCABR1319597,,Download,1,0.7000000000000000000000,0.700000000000000000
2013-11-01,2014-01-20,"Amazon Music",US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219598,"Hors D'œuvre (Instrumental)",3,TCABR1319598,,Download,1,0.7000000000000000000000,0.700000000000000000
2013-11-01,2014-01-20,"Amazon Music",US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219599,"Wildflowers (Exhale Efreet) (Instrumental)",4,TCABR1319599,,Download,1,0.7000000000000000000000,0.700000000000000000
2013-11-01,2014-01-20,"Amazon Music",US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219600,"Viices (Instrumental)",5,TCABR1319600,,Download,1,0.7000000000000000000000,0.700000000000000000
2013-11-01,2014-01-20,"Amazon Music",US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219601,"Marguerite (Instrumental)",6,TCABR1319601,,Download,1,0.7000000000000000000000,0.700000000000000000
2013-11-01,2014-01-20,"Amazon Music",US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219602,"Amaranthine (Instrumental)",7,TCABR1319602,,Download,1,0.7000000000000000000000,0.700000000000000000
2013-11-01,2014-01-20,"Amazon Music",US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219604,"Chatoyant (Beauty Bass) (Instrumental)",8,TCABR1319604,,Download,1,0.7000000000000000000000,0.700000000000000000
2013-11-01,2014-01-20,"Amazon Music",US,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219605,"Holla Mears (Instrumental)",9,TCABR1319605,,Download,1,0.7000000000000000000000,0.700000000000000000
2013-11-01,2014-01-28,Spotify,IE,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219594,"Skylark Interabang?! (Instrumentals)",1,TCABR1319594,,Streaming,1,0.0015140839469600000000,0.001514083946960000
2013-11-01,2014-01-28,Spotify,IE,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219600,"Viices (Instrumental)",5,TCABR1319600,,Streaming,1,0.0015140839469600000000,0.001514083946960000
2013-11-01,2014-01-28,Spotify,IE,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219601,"Marguerite (Instrumental)",6,TCABR1319601,,Streaming,1,0.0105034862246400000000,0.010503486224640000
2013-11-01,2014-01-28,Spotify,IS,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219428,"All The Places",2,TCABR1319428,,Streaming,1,0.0097727922383900000000,0.009772792238390000
2013-11-01,2014-01-28,Spotify,IS,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219432,Viices,5,TCABR1319432,,Streaming,1,0.0000446500928200000000,0.000044650092820000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219427,"Skylark Interabang?!",1,TCABR1319427,,Streaming,17,0.0049344985732211764706,0.083886475744760000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219428,"All The Places",2,TCABR1319428,,Streaming,8,0.0012418842971962500000,0.009935074377570000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219430,"Hors D'œuvre",3,TCABR1319430,,Streaming,20,0.0053222230722035000000,0.106444461444070000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219431,"Wildflowers (Exhale Efreet)",4,TCABR1319431,,Streaming,8,0.0020265648308525000000,0.016212518646820000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219432,Viices,5,TCABR1319432,,Streaming,9,0.0019393781048900000000,0.017454402944010000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219433,Marguerite,6,TCABR1319433,,Streaming,6,0.0022881250087366666667,0.013728750052420000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219434,Amaranthine,7,TCABR1319434,,Streaming,5,0.0012418842971960000000,0.006209421485980000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219435,"Chatoyant (Beauty Bass)",8,TCABR1319435,,Streaming,5,0.0012418842971960000000,0.006209421485980000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219437,"Holla Mears",9,TCABR1319437,,Streaming,6,0.0012418842971966666667,0.007451305783180000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219594,"Skylark Interabang?! (Instrumentals)",1,TCABR1319594,,Streaming,6,0.0012418842971966666667,0.007451305783180000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219597,"All The Places (Instrumental)",2,TCABR1319597,,Streaming,3,0.0012418842971966666667,0.003725652891590000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219598,"Hors D'œuvre (Instrumental)",3,TCABR1319598,,Streaming,4,0.0012418842971975000000,0.004967537188790000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219599,"Wildflowers (Exhale Efreet) (Instrumental)",4,TCABR1319599,,Streaming,2,0.0012418842971950000000,0.002483768594390000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219600,"Viices (Instrumental)",5,TCABR1319600,,Streaming,2,0.0012418842971950000000,0.002483768594390000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219601,"Marguerite (Instrumental)",6,TCABR1319601,,Streaming,4,0.0012418842971975000000,0.004967537188790000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219602,"Amaranthine (Instrumental)",7,TCABR1319602,,Streaming,2,0.0012418842971950000000,0.002483768594390000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219604,"Chatoyant (Beauty Bass) (Instrumental)",8,TCABR1319604,,Streaming,3,0.0012418842971966666667,0.003725652891590000
2013-11-01,2014-01-28,Spotify,IT,"Made in Heights, Sabzi",HEIGHTS,Album,1071153,"MADE IN HEIGHTS (Instrumentals)",859711410352,2013-10-31,4219605,"Holla Mears (Instrumental)",9,TCABR1319605,,Streaming,1,0.0012418842972000000000,0.001241884297200000
2013-11-01,2014-01-28,Spotify,LV,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219427,"Skylark Interabang?!",1,TCABR1319427,,Streaming,2,0.0020833533189950000000,0.004166706637990000
2013-11-01,2014-01-28,Spotify,LV,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219428,"All The Places",2,TCABR1319428,,Streaming,1,0.0020833530471900000000,0.002083353047190000
2013-11-01,2014-01-28,Spotify,LV,"Made in Heights",HEIGHTS,Album,1071131,"MADE IN HEIGHTS",859711410123,2013-10-31,4219430,"Hors D'œuvre",3,TCABR1319430,,Streaming,1,0.0020833530471900000000,0.002083353047190000
